,name,address,date,neg,neu,pos
133,Citizen Eatery,"
        5011 Burnet Rd Austin, TX 78756
    ","
        5/11/2019
    ",0.064,0.703,0.233
134,Citizen Eatery,"
        5011 Burnet Rd Austin, TX 78756
    ","
        1/21/2019
    ",0.074,0.711,0.215
135,Citizen Eatery,"
        5011 Burnet Rd Austin, TX 78756
    ","
        10/31/2018
    ",0.04,0.712,0.248
136,Citizen Eatery,"
        5011 Burnet Rd Austin, TX 78756
    ","
        9/26/2018
    ",0.027,0.665,0.308
137,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        3/12/2017
    ",0.066,0.659,0.275
138,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        8/8/2016
    ",0.05,0.708,0.242
139,Flower Child,"
        500 W 2nd St Austin, TX 78701
    ","
        7/23/2019
    ",0.022,0.672,0.306
140,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        8/19/2016
    ",0.042,0.689,0.269
141,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        6/29/2018
    ",0.045,0.746,0.209
142,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        1/9/2018
    ",0.045,0.705,0.25
143,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        2/26/2017
    ",0.025,0.707,0.268
144,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        1/3/2016
    ",0.054,0.701,0.246
145,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        3/24/2015
    ",0.037,0.736,0.227
146,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        11/22/2017
    ",0.096,0.719,0.185
147,Citizen Eatery,"
        5011 Burnet Rd Austin, TX 78756
    ","
        7/31/2019
    ",0.046,0.727,0.227
148,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        4/20/2017
    ",0.06,0.746,0.194
149,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        5/27/2018
    ",0.07,0.707,0.223
150,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        12/10/2017
    ",0.076,0.686,0.238
151,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        12/3/2018
    ",0.041,0.721,0.238
152,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        6/24/2019
    ",0.061,0.74,0.199
153,The Bonneville,"
        202 W Cesar Chavez St Austin, TX 78701
    ","
        2/23/2019
    ",0.071,0.722,0.206
154,Nasha,"
        1614 E 7th St Austin, TX 78702
    ","
        5/12/2019
    ",0.039,0.718,0.243
155,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        3/16/2013
    ",0.023,0.717,0.26
156,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        5/3/2014
    ",0.036,0.687,0.277
157,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        4/19/2015
    ",0.033,0.729,0.239
158,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        10/31/2015
    ",0.04,0.701,0.259
159,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        7/20/2015
    ",0.059,0.709,0.232
160,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        5/21/2017
    ",0.038,0.715,0.247
161,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        8/14/2016
    ",0.045,0.719,0.236
162,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        10/20/2017
    ",0.059,0.762,0.179
163,Baton Creole,"
        1016 E 6th St Austin, TX 78702
    ","
        12/13/2017
    ",0.031,0.679,0.29
164,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        7/27/2015
    ",0.041,0.711,0.248
165,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        7/19/2015
    ",0.067,0.748,0.185
166,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        6/4/2016
    ",0.062,0.695,0.243
167,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        11/15/2015
    ",0.034,0.662,0.304
168,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        4/23/2017
    ",0.033,0.737,0.23
169,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        4/14/2018
    ",0.047,0.713,0.24
170,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        2/21/2018
            ",0.033,0.695,0.272
171,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        7/21/2018
    ",0.044,0.706,0.249
172,Vivo Austin,"
        6406 N I 35 Ste 2343 Austin, TX 78752
    ","
        3/31/2019
    ",0.054,0.709,0.237
173,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        3/3/2010
    ",0.045,0.74,0.214
174,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        5/16/2016
    ",0.03,0.714,0.256
175,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        11/2/2015
    ",0.033,0.721,0.246
176,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        1/16/2015
    ",0.025,0.74,0.235
177,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        10/24/2018
    ",0.023,0.701,0.276
178,NeWorlDeli,"
        4101 Guadalupe St Ste 100 Austin, TX 78751
    ","
        3/21/2019
    ",0.036,0.738,0.227
179,Halal Wings,"
        1200 Barbara Jordan Blvd Ste 340 Austin, TX 78723
    ","
        5/20/2019
    ",0.053,0.678,0.269
180,Halal Wings,"
        1200 Barbara Jordan Blvd Ste 340 Austin, TX 78723
    ","
        3/17/2019
    ",0.057,0.713,0.231
181,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        8/19/2017
    ",0.049,0.728,0.223
182,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        10/29/2018
    ",0.029,0.747,0.224
183,Halal Wings,"
        1200 Barbara Jordan Blvd Ste 340 Austin, TX 78723
    ","
        7/12/2019
    ",0.046,0.718,0.236
184,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        11/27/2016
    ",0.041,0.677,0.283
185,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        12/2/2017
    ",0.036,0.721,0.243
186,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        2/3/2019
    ",0.039,0.734,0.227
187,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        12/7/2018
    ",0.044,0.728,0.228
188,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        3/24/2019
    ",0.048,0.722,0.231
189,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        5/30/2019
    ",0.062,0.725,0.214
190,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        2/19/2019
    ",0.034,0.728,0.238
191,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        5/18/2008
    ",0.039,0.694,0.267
192,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        8/26/2014
    ",0.03,0.781,0.19
193,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        9/28/2015
    ",0.034,0.715,0.251
194,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        8/8/2011
    ",0.052,0.762,0.186
195,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        7/24/2014
    ",0.046,0.738,0.216
196,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        5/4/2014
    ",0.049,0.709,0.242
197,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        12/18/2014
    ",0.051,0.728,0.22
198,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        12/8/2018
    ",0.051,0.69,0.259
199,Lucky Robot,"
        1303 S Congress Austin, TX 78704
    ","
        7/20/2019
    ",0.047,0.746,0.206
200,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        11/15/2007
    ",0.042,0.765,0.193
201,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        11/12/2010
            ",0.043,0.716,0.241
202,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        11/12/2013
    ",0.034,0.762,0.204
203,Julio闁炽儲鐛� Caf閼硷拷,"
        4230 Duval St Austin, TX 78751
    ","
        6/21/2019
    ",0.053,0.71,0.236
204,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        3/2/2014
    ",0.056,0.745,0.199
205,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        5/16/2015
    ",0.059,0.729,0.212
206,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        1/2/2016
    ",0.06,0.732,0.208
207,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        9/5/2018
    ",0.031,0.725,0.244
208,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        12/1/2018
    ",0.066,0.711,0.223
209,Cipollina,"
        1213 W Lynn St Austin, TX 78703
    ","
        6/4/2019
    ",0.036,0.724,0.24
210,Nosh & Bevvy,"
        8440 Burnet Rd Austin, TX 78757
    ","
        9/14/2016
    ",0.042,0.729,0.23
211,Nosh & Bevvy,"
        8440 Burnet Rd Austin, TX 78757
    ","
        7/1/2017
    ",0.035,0.746,0.219
212,Nosh & Bevvy,"
        8440 Burnet Rd Austin, TX 78757
    ","
        7/28/2016
            ",0.054,0.693,0.253
213,Kitchen Window,"
        4631 Airport Blvd Austin, TX 78751
    ","
        4/19/2019
    ",0.02,0.723,0.257
214,Kokodak,"
        2522 Guadalupe St Austin, TX 78705
    ","
        3/6/2019
    ",0.036,0.748,0.216
215,Kokodak,"
        2522 Guadalupe St Austin, TX 78705
    ","
        2/28/2019
    ",0.031,0.759,0.21
216,Nosh & Bevvy,"
        8440 Burnet Rd Austin, TX 78757
    ","
        7/8/2019
    ",0.062,0.724,0.214
217,Glory Hole Hot Dogs,"
        80 Rainey St Austin, TX 78701
    ","
        5/2/2018
    ",0.071,0.691,0.239
218,Glory Hole Hot Dogs,"
        80 Rainey St Austin, TX 78701
    ","
        5/24/2018
    ",0.026,0.691,0.283
219,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        8/13/2017
    ",0.04,0.704,0.256
220,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        11/5/2018
    ",0.037,0.728,0.235
221,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        2/20/2019
    ",0.037,0.715,0.248
222,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        6/6/2017
    ",0.046,0.673,0.281
223,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        2/25/2019
    ",0.043,0.749,0.208
224,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        5/4/2019
    ",0.054,0.671,0.275
225,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        1/20/2019
    ",0.026,0.746,0.228
226,Glory Hole Hot Dogs,"
        80 Rainey St Austin, TX 78701
    ","
        6/2/2019
    ",0.049,0.719,0.232
227,UTea Pho,"
        2222 Rio Grande St Bldg B, Ste 120 Austin, TX 78705
    ","
        6/24/2019
    ",0.023,0.68,0.297
228,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        8/7/2017
    ",0.037,0.664,0.299
229,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        7/7/2018
    ",0.043,0.714,0.243
230,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        12/9/2017
    ",0.012,0.644,0.344
231,Chuy闁炽儲鐛�,"
        1728 Barton Springs Rd Austin, TX 78704
    ","
        6/3/2019
    ",0.04,0.686,0.274
232,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        4/12/2017
    ",0.06,0.701,0.239
233,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        5/25/2018
    ",0.014,0.646,0.341
234,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        11/6/2018
    ",0.018,0.69,0.292
235,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        5/21/2018
    ",0.036,0.688,0.275
236,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        12/1/2018
    ",0.048,0.7,0.252
237,L闁炽儲鈹塩a d闁炽儲鈹塺o,"
        1900 Simond Ave Austin, TX 78723
    ","
        5/22/2017
    ",0.044,0.731,0.224
238,L闁炽儲鈹塩a d闁炽儲鈹塺o,"
        1900 Simond Ave Austin, TX 78723
    ","
        3/2/2018
    ",0.034,0.762,0.204
239,UTea Pho,"
        2222 Rio Grande St Bldg B, Ste 120 Austin, TX 78705
    ","
        5/22/2019
    ",0.036,0.722,0.242
240,L闁炽儲鈹塩a d闁炽儲鈹塺o,"
        1900 Simond Ave Austin, TX 78723
    ","
        5/27/2018
    ",0.046,0.693,0.261
241,L闁炽儲鈹塩a d闁炽儲鈹塺o,"
        1900 Simond Ave Austin, TX 78723
    ","
        7/29/2018
    ",0.041,0.715,0.244
242,L闁炽儲鈹塩a d闁炽儲鈹塺o,"
        1900 Simond Ave Austin, TX 78723
    ","
        7/30/2018
    ",0.031,0.693,0.276
243,Gino闁炽儲鐛� Vino Osteria,"
        1239 E 51st St Austin, TX 78723
    ","
        4/28/2019
    ",0.05,0.715,0.235
244,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        6/2/2014
            ",0.045,0.682,0.273
245,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        4/29/2018
    ",0.039,0.74,0.221
246,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        5/12/2016
    ",0.047,0.681,0.272
247,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        12/5/2017
    ",0.062,0.746,0.192
248,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        3/18/2018
    ",0.044,0.705,0.251
249,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        5/6/2018
    ",0.027,0.708,0.265
250,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        4/20/2017
    ",0.048,0.723,0.23
251,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        12/1/2018
    ",0.054,0.697,0.249
252,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        2/18/2019
    ",0.059,0.764,0.177
253,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        1/6/2017
    ",0.032,0.74,0.229
254,The Backspace,"
        507 San Jacinto St Austin, TX 78701
    ","
        6/4/2019
    ",0.052,0.743,0.205
255,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        2/13/2017
    ",0.055,0.678,0.267
256,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        9/9/2017
    ",0.047,0.714,0.239
257,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        3/30/2018
    ",0.034,0.754,0.213
258,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        4/25/2017
    ",0.025,0.721,0.254
259,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        5/21/2018
    ",0.04,0.744,0.216
260,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        10/26/2018
    ",0.062,0.762,0.176
261,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        8/6/2018
    ",0.043,0.711,0.246
262,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        12/17/2018
    ",0.044,0.718,0.237
263,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        3/10/2019
    ",0.058,0.701,0.24
264,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        6/13/2018
    ",0.041,0.753,0.206
265,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        8/12/2018
    ",0.043,0.714,0.243
266,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        7/10/2019
    ",0.034,0.705,0.261
267,K-Bop,"
        2002 Guadalupe St Ste B Austin, TX 78705
    ","
        7/11/2019
    ",0.062,0.753,0.185
268,South Congress Cafe,"
        1600 S Congress Ave Austin, TX 78704
    ","
        7/31/2019
    ",0.046,0.743,0.211
269,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        9/6/2018
    ",0.059,0.687,0.254
270,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        12/2/2018
    ",0.035,0.712,0.253
271,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        2/17/2017
    ",0.06,0.715,0.224
272,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        9/4/2018
    ",0.04,0.694,0.266
273,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        5/10/2018
    ",0.046,0.699,0.256
274,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        3/1/2019
    ",0.033,0.668,0.299
275,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        6/14/2018
    ",0.046,0.742,0.212
276,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        2/24/2019
    ",0.028,0.685,0.287
277,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        8/26/2016
    ",0.06,0.715,0.224
278,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        8/18/2016
    ",0.049,0.753,0.198
279,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        4/8/2017
    ",0.063,0.693,0.244
280,Eureka!,"
        200 E 6th St Austin, TX 78701
    ","
        7/30/2019
    ",0.026,0.711,0.263
281,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        9/21/2016
    ",0.04,0.731,0.229
282,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        1/9/2019
    ",0.036,0.721,0.243
283,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        1/20/2017
    ",0.042,0.746,0.213
284,Poke-Poke,"
        3100 S Congress Ave Ste A Austin, TX 78704
    ","
        1/3/2018
    ",0.045,0.674,0.281
285,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        2/2/2014
    ",0.046,0.75,0.205
286,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        7/26/2014
    ",0.046,0.675,0.28
287,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        5/13/2014
    ",0.057,0.717,0.226
288,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        1/10/2017
    ",0.059,0.708,0.233
289,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        5/6/2014
    ",0.039,0.704,0.257
290,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        5/29/2014
    ",0.042,0.738,0.22
291,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        1/19/2015
    ",0.043,0.753,0.204
292,Billy闁炽儲鐛� on Burnet,"
        2105 Hancock Dr Austin, TX 78756
    ","
        7/25/2017
    ",0.07,0.718,0.212
293,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        1/14/2008
    ",0.061,0.714,0.224
294,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        2/10/2012
    ",0.049,0.73,0.221
295,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        12/17/2015
    ",0.058,0.685,0.257
296,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        9/26/2015
    ",0.045,0.715,0.24
297,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        4/6/2017
    ",0.046,0.696,0.257
298,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        7/12/2016
    ",0.07,0.653,0.276
299,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        7/29/2017
    ",0.036,0.686,0.278
300,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        10/26/2018
    ",0.053,0.702,0.246
301,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        9/9/2014
    ",0.04,0.757,0.203
302,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        6/29/2017
    ",0.07,0.761,0.169
303,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        12/3/2015
    ",0.029,0.757,0.214
304,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        2/24/2019
    ",0.032,0.725,0.243
305,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        12/30/2018
    ",0.032,0.743,0.225
306,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        8/1/2016
    ",0.064,0.687,0.249
307,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        6/11/2017
    ",0.036,0.719,0.246
308,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        10/7/2018
    ",0.044,0.73,0.226
309,Galaxy Cafe,"
        1000 W Lynn St Austin, TX 78703
    ","
        7/18/2019
    ",0.04,0.71,0.25
310,Halal Bros,"
        419 E 7th St Austin, TX 78701
    ","
        8/6/2011
    ",0.01,0.673,0.317
311,Halal Bros,"
        419 E 7th St Austin, TX 78701
    ","
        11/28/2011
    ",0.056,0.706,0.239
312,Halal Bros,"
        419 E 7th St Austin, TX 78701
    ","
        3/18/2013
    ",0.062,0.762,0.176
313,Halal Bros,"
        419 E 7th St Austin, TX 78701
    ","
        6/12/2017
    ",0.061,0.717,0.222
314,Mai Thai Restaurant,"
        207 San Jacinto Blvd Ste 201 Austin, TX 78701
    ","
        7/21/2019
    ",0.036,0.704,0.26
315,Halal Bros,"
        419 E 7th St Austin, TX 78701
    ","
        2/5/2019
    ",0.058,0.727,0.215
316,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        6/18/2018
    ",0.05,0.656,0.293
317,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        11/23/2018
    ",0.043,0.688,0.269
318,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        2/21/2018
    ",0.046,0.722,0.232
319,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        4/26/2018
    ",0.071,0.722,0.208
320,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        6/24/2018
    ",0.055,0.714,0.231
321,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        12/31/2018
    ",0.037,0.699,0.264
322,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        6/22/2019
    ",0.047,0.709,0.244
323,Colleen闁炽儲鐛� Kitchen,"
        1911 Aldrich St Ste 100 Austin, TX 78723
    ","
        4/8/2019
    ",0.031,0.735,0.234
324,Honduras Food,"
        7207 East Riverside Dr Austin, TX 78741
    ","
        4/7/2019
    ",0.027,0.716,0.256
325,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        8/30/2015
    ",0.047,0.758,0.196
326,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        11/24/2014
    ",0.063,0.768,0.169
327,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        2/9/2015
    ",0.078,0.693,0.229
328,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        1/25/2018
    ",0.083,0.756,0.161
329,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        3/5/2019
    ",0.057,0.735,0.208
330,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        3/11/2019
    ",0.058,0.716,0.226
331,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        10/6/2018
    ",0.057,0.724,0.219
332,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        6/17/2018
    ",0.057,0.744,0.199
333,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        11/30/2017
    ",0.074,0.755,0.172
334,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        11/10/2017
    ",0.056,0.719,0.225
335,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        10/14/2018
    ",0.039,0.72,0.241
336,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        9/2/2018
    ",0.057,0.716,0.227
337,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        4/14/2019
    ",0.056,0.721,0.223
338,Tiny Boxwoods,"
        1503 W 35th St Austin, TX 78703
    ","
        5/13/2019
    ",0.07,0.695,0.234
339,El Taquito,"
        1713 E Riverside Dr Austin, TX 78741
    ","
        7/17/2019
    ",0.024,0.716,0.261
340,Pho Phong Lu闁炽儲鐛�,"
        9200 N Lamar Blvd Ste 104 Austin, TX 78753
    ","
        4/10/2019
    ",0.038,0.699,0.263
341,Pho Phong Lu闁炽儲鐛�,"
        9200 N Lamar Blvd Ste 104 Austin, TX 78753
    ","
        7/28/2019
    ",0.032,0.713,0.255
342,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        5/23/2017
    ",0.077,0.733,0.189
343,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        5/31/2017
    ",0.062,0.736,0.202
344,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        7/15/2018
    ",0.045,0.768,0.186
345,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        9/6/2018
    ",0.047,0.734,0.22
346,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        12/19/2018
    ",0.066,0.742,0.192
347,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        8/4/2018
    ",0.087,0.722,0.191
348,Pappasito闁炽儲鐛� Cantina,"
        6513 I-35 N Austin, TX 78752
    ","
        10/7/2018
    ",0.061,0.748,0.191
349,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        10/24/2016
    ",0.034,0.712,0.254
350,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        6/8/2018
    ",0.042,0.693,0.265
351,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        3/5/2018
    ",0.038,0.681,0.281
352,Launderette,"
        2115 Holly St Austin, TX 78702
    ","
        9/11/2018
    ",0.036,0.689,0.275
